order,id,date,time,title,url,visitCount,typedCount,transition
1027,6182,5/1/2024,23:19:53,Instagram,https://www.instagram.com/reels/C5gUnCqSCwh/,4,0,link
1028,6193,5/1/2024,23:19:52,Instagram,https://www.instagram.com/reels/C5-mP8mJNHY/,3,0,link
1029,6151,5/1/2024,23:19:51,Instagram,https://www.instagram.com/reels/C6UHkh4odIV/,3,0,link
1030,6181,5/1/2024,23:19:46,Instagram,https://www.instagram.com/reels/C5oGN-5I5ns/,3,0,link
1031,6149,5/1/2024,23:19:44,Instagram,https://www.instagram.com/reels/C6TokEbyeQH/,3,0,link
1032,6232,5/1/2024,23:19:31,Instagram,https://www.instagram.com/reels/C6GSHK-N-d4/,1,0,link
1033,6231,5/1/2024,23:19:25,Instagram,https://www.instagram.com/reels/C5_U_tFt7Mv/,1,0,link
1034,6230,5/1/2024,23:18:41,Instagram,https://www.instagram.com/reels/C6U6gasvQ6r/,1,0,link
1035,6229,5/1/2024,23:17:31,Instagram,https://www.instagram.com/reels/C6DJ5bFIoSo/,1,0,link
1036,6225,5/1/2024,23:17:26,Instagram,https://www.instagram.com/reels/C4zWWwBRwgf/,2,0,link
1037,3828,5/1/2024,23:17:25,Instagram,https://www.instagram.com/reels/,17,0,link
1038,493,5/1/2024,23:17:10,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1039,6228,5/1/2024,23:17:10,Inbox • Chats,https://www.instagram.com/direct/t/107729943952780/,3,0,link
1040,493,5/1/2024,23:17:03,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1041,6227,5/1/2024,23:16:47,Inbox • Chats,https://www.instagram.com/p/C30rBHiowwQ/,1,0,link
1042,493,5/1/2024,23:16:43,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1043,6226,5/1/2024,23:15:38,(1) Inbox • Chats,https://www.instagram.com/p/C6XJIEzgnJl/,2,0,link
1044,493,5/1/2024,23:15:37,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1045,6226,5/1/2024,23:15:36,(1) Inbox • Chats,https://www.instagram.com/p/C6XJIEzgnJl/,2,0,link
1046,493,5/1/2024,23:15:35,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1047,495,5/1/2024,23:15:34,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1048,6225,5/1/2024,23:15:32,Instagram,https://www.instagram.com/reels/C4zWWwBRwgf/,2,0,link
1049,6224,5/1/2024,23:15:31,Instagram,https://www.instagram.com/reels/C5ze8eAv7dg/,1,0,link
1050,6223,5/1/2024,23:15:26,Instagram,https://www.instagram.com/reels/C4MYa6nOUVv/,1,0,link
1051,6222,5/1/2024,23:15:21,Instagram,https://www.instagram.com/reels/C6VgiAcJMdT/,1,0,link
1052,6221,5/1/2024,23:14:57,Instagram,https://www.instagram.com/reels/C6F0L-BIeKL/,1,0,link
1053,6220,5/1/2024,23:14:55,Instagram,https://www.instagram.com/reels/C4naCNdyHNG/,1,0,link
1054,6217,5/1/2024,23:14:55,Instagram,https://www.instagram.com/reels/C4Xlk9AtcPt/,2,0,link
1055,6216,5/1/2024,23:14:52,Instagram,https://www.instagram.com/reels/C5gStsQN9rP/,3,0,link
1056,3828,5/1/2024,23:14:51,Instagram,https://www.instagram.com/reels/,17,0,link
1057,493,5/1/2024,23:14:42,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1058,6219,5/1/2024,23:14:24,Inbox • Chats,https://www.instagram.com/p/C587nh4xkei/,1,0,link
1059,493,5/1/2024,23:14:23,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1060,6218,5/1/2024,23:14:16,Inbox • Chats,https://www.instagram.com/p/C5URsF8i-nl/,1,0,link
1061,493,5/1/2024,23:14:11,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1062,495,5/1/2024,23:14:10,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1063,6216,5/1/2024,23:14:01,Instagram,https://www.instagram.com/reels/C5gStsQN9rP/,3,0,link
1064,6217,5/1/2024,23:13:40,Instagram,https://www.instagram.com/reels/C4Xlk9AtcPt/,2,0,link
1065,6216,5/1/2024,23:13:31,Instagram,https://www.instagram.com/reels/C5gStsQN9rP/,3,0,link
1066,6215,5/1/2024,23:13:29,Instagram,https://www.instagram.com/reels/C6RtbA3IpUZ/,1,0,link
1067,6214,5/1/2024,23:13:24,Instagram,https://www.instagram.com/reels/C5F-ElsvC_O/,1,0,link
1068,6213,5/1/2024,23:13:16,Instagram,https://www.instagram.com/reels/C5AHze2NsP6/,1,0,link
1069,6212,5/1/2024,23:13:06,Instagram,https://www.instagram.com/reels/C52_b6iPKEf/,1,0,link
1070,6211,5/1/2024,23:13:05,Instagram,https://www.instagram.com/reels/C4FfoTzLqhy/,2,0,link
1071,6172,5/1/2024,23:13:04,Instagram,https://www.instagram.com/reels/C52eWrbNPOk/,4,0,link
1072,6211,5/1/2024,23:13:04,Instagram,https://www.instagram.com/reels/C4FfoTzLqhy/,2,0,link
1073,6172,5/1/2024,23:13:03,Instagram,https://www.instagram.com/reels/C52eWrbNPOk/,4,0,link
1074,6210,5/1/2024,23:12:58,Instagram,https://www.instagram.com/reels/C6OXo1nPbWZ/,2,0,link
1075,6172,5/1/2024,23:12:58,Instagram,https://www.instagram.com/reels/C52eWrbNPOk/,4,0,link
1076,6210,5/1/2024,23:12:55,Instagram,https://www.instagram.com/reels/C6OXo1nPbWZ/,2,0,link
1077,6208,5/1/2024,23:12:53,Instagram,https://www.instagram.com/reels/C6QYdPQpQGN/,2,0,link
1078,3828,5/1/2024,23:12:53,Instagram,https://www.instagram.com/reels/,17,0,link
1079,493,5/1/2024,23:12:51,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1080,6209,5/1/2024,23:11:34,Inbox • Chats,https://www.instagram.com/p/C24wZkRs1hN/,1,0,link
1081,493,5/1/2024,23:11:33,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1082,495,5/1/2024,23:11:32,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1083,6208,5/1/2024,23:11:30,Instagram,https://www.instagram.com/reels/C6QYdPQpQGN/,2,0,link
1084,6207,5/1/2024,23:11:23,Instagram,https://www.instagram.com/reels/C4X9UWeyibo/,1,0,link
1085,6206,5/1/2024,23:11:14,Instagram,https://www.instagram.com/reels/C6SrLnZh3uB/,1,0,link
1086,6205,5/1/2024,23:11:13,Instagram,https://www.instagram.com/reels/C49zpuHvNFF/,1,0,link
1087,6180,5/1/2024,23:11:12,Instagram,https://www.instagram.com/reels/C6WfR90iFgJ/,2,0,link
1088,6204,5/1/2024,23:10:56,Instagram,https://www.instagram.com/reels/C5ps-t9PzAv/,1,0,link
1089,6203,5/1/2024,23:10:49,Instagram,https://www.instagram.com/reels/C6YwiTTs4Ek/,1,0,link
1090,6152,5/1/2024,23:10:40,Instagram,https://www.instagram.com/reels/C5N2tVeNRo8/,2,0,link
1091,6202,5/1/2024,23:10:30,Instagram,https://www.instagram.com/reels/C39uN4mya1g/,1,0,link
1092,6201,5/1/2024,23:10:20,Instagram,https://www.instagram.com/reels/C6WrUMIsO5e/,1,0,link
1093,6200,5/1/2024,23:10:09,Instagram,https://www.instagram.com/reels/C548fnhSs4T/,2,0,link
1094,495,5/1/2024,23:10:09,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1095,493,5/1/2024,23:10:06,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1096,495,5/1/2024,23:10:05,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1097,6200,5/1/2024,23:09:31,Instagram,https://www.instagram.com/reels/C548fnhSs4T/,2,0,link
1098,6199,5/1/2024,23:09:27,Instagram,https://www.instagram.com/reels/C4LHmAOI9bn/,1,0,link
1099,6192,5/1/2024,23:09:26,Instagram,https://www.instagram.com/reels/C4F-itRhxiV/,4,0,link
1100,6161,5/1/2024,23:09:25,Instagram,https://www.instagram.com/reels/C5WKT4kv-mr/,2,0,link
1101,6150,5/1/2024,23:09:24,Instagram,https://www.instagram.com/reels/C4QfpzXtm2O/,3,0,link
1102,3828,5/1/2024,23:09:21,Instagram,https://www.instagram.com/reels/,17,0,link
1103,493,5/1/2024,23:09:20,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,reload
1104,6198,5/1/2024,23:09:12,Inbox • Chats,https://www.instagram.com/p/C6TyiWiPTf6/,1,0,link
1105,493,5/1/2024,23:09:10,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,reload
1106,6197,5/1/2024,23:08:59,Inbox • Chats,https://www.instagram.com/p/C6PguRvsHEY/,1,0,link
1107,493,5/1/2024,23:08:52,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,reload
1108,6196,5/1/2024,23:08:07,(1) Inbox • Chats,https://www.instagram.com/p/C4F-itRhxiV/,1,0,link
1109,493,5/1/2024,23:07:54,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,reload
1110,493,5/1/2024,23:07:50,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1111,495,5/1/2024,23:07:49,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1112,6153,5/1/2024,23:07:43,Instagram,https://www.instagram.com/reels/C4er77gBMIF/,3,0,link
1113,6195,5/1/2024,23:07:41,Instagram,https://www.instagram.com/reels/C6Wf4L5iVJj/,2,0,link
1114,6151,5/1/2024,23:07:39,Instagram,https://www.instagram.com/reels/C6UHkh4odIV/,3,0,link
1115,6194,5/1/2024,23:07:27,Instagram,https://www.instagram.com/reels/C5udad6hs27/,1,0,link
1116,6149,5/1/2024,23:07:07,Instagram,https://www.instagram.com/reels/C6TokEbyeQH/,3,0,link
1117,6148,5/1/2024,23:07:06,Instagram,https://www.instagram.com/reels/C6WGgnGpBRf/,3,0,link
1118,6193,5/1/2024,23:06:44,Instagram,https://www.instagram.com/reels/C5-mP8mJNHY/,3,0,link
1119,6192,5/1/2024,23:06:05,Instagram,https://www.instagram.com/reels/C4F-itRhxiV/,4,0,link
1120,6193,5/1/2024,23:06:04,Instagram,https://www.instagram.com/reels/C5-mP8mJNHY/,3,0,link
1121,6192,5/1/2024,23:06:00,Instagram,https://www.instagram.com/reels/C4F-itRhxiV/,4,0,link
1122,6191,5/1/2024,23:05:59,Instagram,https://www.instagram.com/reels/C5uvaTyyMcO/,3,0,link
1123,6170,5/1/2024,23:05:59,Instagram,https://www.instagram.com/reels/C4QhR1KhZ-0/,6,0,link
1124,6150,5/1/2024,23:05:57,Instagram,https://www.instagram.com/reels/C4QfpzXtm2O/,3,0,link
1125,6170,5/1/2024,23:05:56,Instagram,https://www.instagram.com/reels/C4QhR1KhZ-0/,6,0,link
1126,6191,5/1/2024,23:05:55,Instagram,https://www.instagram.com/reels/C5uvaTyyMcO/,3,0,link
1127,6192,5/1/2024,23:05:54,Instagram,https://www.instagram.com/reels/C4F-itRhxiV/,4,0,link
1128,6191,5/1/2024,23:05:54,Instagram,https://www.instagram.com/reels/C5uvaTyyMcO/,3,0,link
1129,6170,5/1/2024,23:05:54,Instagram,https://www.instagram.com/reels/C4QhR1KhZ-0/,6,0,link
1130,6186,5/1/2024,23:05:53,Instagram,https://www.instagram.com/reels/C478MPrvGUV/,2,0,link
1131,6147,5/1/2024,23:05:52,Instagram,https://www.instagram.com/reels/C5r4s9gPFHm/,4,0,link
1132,3828,5/1/2024,23:05:51,Instagram,https://www.instagram.com/reels/,17,0,link
1133,493,5/1/2024,23:05:50,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1134,6190,5/1/2024,23:05:27,Inbox • Chats,https://www.instagram.com/p/C46lM-dS7Z8/,1,0,link
1135,6187,5/1/2024,23:05:18,yimmy yimmy aunty dance - YouTube,https://www.youtube.com/results?search_query=yimmy+yimmy+aunty+dance,2,0,link
1136,6189,5/1/2024,23:05:17,YouTube,https://www.youtube.com/watch?v=VWlHB_AYumQ,1,0,link
1137,493,5/1/2024,23:04:49,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1138,495,5/1/2024,23:04:48,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1139,6188,5/1/2024,23:04:42,Hum Me Soye Hai Hum Me Jage Viral Dance Video | Yimmy Yimmy Song Viral Dance Video - YouTube,https://www.youtube.com/watch?v=beX3Re17vto,1,0,reload
1140,6188,5/1/2024,23:04:31,Hum Me Soye Hai Hum Me Jage Viral Dance Video | Yimmy Yimmy Song Viral Dance Video - YouTube,https://www.youtube.com/watch?v=beX3Re17vto,1,0,link
1141,6187,5/1/2024,23:04:28,yimmy yimmy aunty dance - YouTube,https://www.youtube.com/results?search_query=yimmy+yimmy+aunty+dance,2,0,link
1142,6147,5/1/2024,23:04:18,Instagram,https://www.instagram.com/reels/C5r4s9gPFHm/,4,0,link
1143,6186,5/1/2024,23:04:17,Instagram,https://www.instagram.com/reels/C478MPrvGUV/,2,0,link
1144,6147,5/1/2024,23:04:16,Instagram,https://www.instagram.com/reels/C5r4s9gPFHm/,4,0,link
1145,6173,5/1/2024,23:04:15,Instagram,https://www.instagram.com/reels/C5WRTgaywt3/,2,0,link
1146,6185,5/1/2024,23:04:13,Instagram,https://www.instagram.com/reels/C3QIXYfh8eu/,1,0,link
1147,6184,5/1/2024,23:04:08,Instagram,https://www.instagram.com/reels/C6MPhQ6Iizv/,1,0,reload
1148,6184,5/1/2024,23:04:02,Instagram,https://www.instagram.com/reels/C6MPhQ6Iizv/,1,0,link
1149,6182,5/1/2024,23:03:56,Instagram,https://www.instagram.com/reels/C5gUnCqSCwh/,4,0,link
1150,3828,5/1/2024,23:03:55,Instagram,https://www.instagram.com/reels/,17,0,link
1151,493,5/1/2024,23:03:33,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1152,6183,5/1/2024,23:01:22,Inbox • Chats,https://www.instagram.com/p/C6Gmjpmv9co/,1,0,link
1153,493,5/1/2024,23:01:21,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1154,495,5/1/2024,23:01:19,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1155,6182,5/1/2024,23:01:06,Instagram,https://www.instagram.com/reels/C5gUnCqSCwh/,4,0,link
1156,6181,5/1/2024,23:01:03,Instagram,https://www.instagram.com/reels/C5oGN-5I5ns/,3,0,link
1157,6182,5/1/2024,23:01:02,Instagram,https://www.instagram.com/reels/C5gUnCqSCwh/,4,0,link
1158,6181,5/1/2024,23:00:57,Instagram,https://www.instagram.com/reels/C5oGN-5I5ns/,3,0,link
1159,6180,5/1/2024,23:00:54,Instagram,https://www.instagram.com/reels/C6WfR90iFgJ/,2,0,link
1160,6179,5/1/2024,23:00:47,Instagram,https://www.instagram.com/reels/C6QcmamuZvs/,1,0,link
1161,6177,5/1/2024,22:58:21,Instagram,https://www.instagram.com/reels/C6at25kvCAW/,2,0,link
1162,3828,5/1/2024,22:58:19,Instagram,https://www.instagram.com/reels/,17,0,link
1163,493,5/1/2024,22:58:18,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1164,6178,5/1/2024,22:58:00,Inbox • Chats,https://www.instagram.com/p/C6QV557Sry5/,1,0,link
1165,493,5/1/2024,22:57:59,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1166,495,5/1/2024,22:57:58,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1167,6177,5/1/2024,22:57:26,Instagram,https://www.instagram.com/reels/C6at25kvCAW/,2,0,link
1168,6176,5/1/2024,22:57:24,Instagram,https://www.instagram.com/reels/C5xFZFAPF8E/,1,0,link
1169,6174,5/1/2024,22:57:19,Instagram,https://www.instagram.com/reels/C5PaYT4y02e/,2,0,link
1170,3828,5/1/2024,22:57:18,Instagram,https://www.instagram.com/reels/,17,0,link
1171,493,5/1/2024,22:57:17,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1172,6175,5/1/2024,22:56:24,Inbox • Chats,https://www.instagram.com/p/C4s6z4GPC9Z/,1,0,link
1173,493,5/1/2024,22:56:23,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1174,495,5/1/2024,22:56:22,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1175,6174,5/1/2024,22:56:01,Instagram,https://www.instagram.com/reels/C5PaYT4y02e/,2,0,link
1176,6173,5/1/2024,22:55:59,Instagram,https://www.instagram.com/reels/C5WRTgaywt3/,2,0,link
1177,6172,5/1/2024,22:55:56,Instagram,https://www.instagram.com/reels/C52eWrbNPOk/,4,0,link
1178,6170,5/1/2024,22:54:11,Instagram,https://www.instagram.com/reels/C4QhR1KhZ-0/,6,0,link
1179,495,5/1/2024,22:54:09,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1180,6170,5/1/2024,22:53:56,Instagram,https://www.instagram.com/reels/C4QhR1KhZ-0/,6,0,link
1181,3828,5/1/2024,22:53:55,Instagram,https://www.instagram.com/reels/,17,0,link
1182,493,5/1/2024,22:53:52,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1183,6171,5/1/2024,22:53:12,Inbox • Chats,https://www.instagram.com/p/C5WE9Luyshd/,1,0,link
1184,493,5/1/2024,22:52:58,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1185,495,5/1/2024,22:52:57,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1186,6170,5/1/2024,22:52:43,Instagram,https://www.instagram.com/reels/C4QhR1KhZ-0/,6,0,link
1187,6169,5/1/2024,22:52:31,Instagram,https://www.instagram.com/reels/C6Oz1xfCoF8/,2,0,link
1188,6168,5/1/2024,22:52:29,Instagram,https://www.instagram.com/reels/C6RZ1YrvZ9q/,1,0,link
1189,6167,5/1/2024,22:52:23,Instagram,https://www.instagram.com/reels/C6aerivO3Ik/,2,0,link
1190,6166,5/1/2024,22:52:21,Instagram,https://www.instagram.com/reels/C6Wg3f8pcOR/,1,0,link
1191,6165,5/1/2024,22:52:03,Instagram,https://www.instagram.com/reels/C4HUlHrJ5_l/,1,0,link
1192,6164,5/1/2024,22:51:33,Instagram,https://www.instagram.com/reels/C40VllZIhwb/,1,0,link
1193,6162,5/1/2024,22:50:51,Instagram,https://www.instagram.com/reels/C5Ygu3KJuiV/,4,0,link
1194,3828,5/1/2024,22:50:50,Instagram,https://www.instagram.com/reels/,17,0,link
1195,493,5/1/2024,22:50:45,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1196,495,5/1/2024,22:50:44,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1197,6162,5/1/2024,22:50:29,Instagram,https://www.instagram.com/reels/C5Ygu3KJuiV/,4,0,link
1198,3828,5/1/2024,22:50:28,Instagram,https://www.instagram.com/reels/,17,0,link
1199,493,5/1/2024,22:50:05,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1200,6163,5/1/2024,22:49:38,Inbox • Chats,https://www.instagram.com/p/C5SC0-NiI_q/,1,0,link
1201,493,5/1/2024,22:49:38,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1202,495,5/1/2024,22:49:36,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1203,6162,5/1/2024,22:47:44,Instagram,https://www.instagram.com/reels/C5Ygu3KJuiV/,4,0,link
1204,6161,5/1/2024,22:47:34,Instagram,https://www.instagram.com/reels/C5WKT4kv-mr/,2,0,link
1205,6160,5/1/2024,22:47:26,Instagram,https://www.instagram.com/reels/C5_RgJ0RZB0/,1,0,link
1206,6159,5/1/2024,22:47:24,Instagram,https://www.instagram.com/reels/C6Tgay6vueo/,1,0,link
1207,6158,5/1/2024,22:47:16,Instagram,https://www.instagram.com/reels/C6L6uHqNwkO/,1,0,link
1208,6157,5/1/2024,22:46:27,Instagram,https://www.instagram.com/reels/C5tVzT-S1X9/,1,0,link
1209,6156,5/1/2024,22:46:17,Instagram,https://www.instagram.com/reels/C6aUdzMPN2B/,1,0,link
1210,6154,5/1/2024,22:46:15,Instagram,https://www.instagram.com/reels/C5Tg67gPzts/,2,0,link
1211,3828,5/1/2024,22:46:14,Instagram,https://www.instagram.com/reels/,17,0,link
1212,493,5/1/2024,22:46:11,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1213,6155,5/1/2024,22:45:58,Inbox • Chats,https://www.instagram.com/p/C6T0iA4s5Z1/,1,0,link
1214,493,5/1/2024,22:45:58,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1215,495,5/1/2024,22:45:56,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1216,6154,5/1/2024,22:45:45,Instagram,https://www.instagram.com/reels/C5Tg67gPzts/,2,0,link
1217,6153,5/1/2024,22:45:28,Instagram,https://www.instagram.com/reels/C4er77gBMIF/,3,0,link
1218,6152,5/1/2024,22:45:21,Instagram,https://www.instagram.com/reels/C5N2tVeNRo8/,2,0,link
1219,6151,5/1/2024,22:45:08,Instagram,https://www.instagram.com/reels/C6UHkh4odIV/,3,0,link
1220,6150,5/1/2024,22:45:07,Instagram,https://www.instagram.com/reels/C4QfpzXtm2O/,3,0,link
1221,6149,5/1/2024,22:45:05,Instagram,https://www.instagram.com/reels/C6TokEbyeQH/,3,0,link
1222,6148,5/1/2024,22:45:01,Instagram,https://www.instagram.com/reels/C6WGgnGpBRf/,3,0,link
1223,6147,5/1/2024,22:44:50,Instagram,https://www.instagram.com/reels/C5r4s9gPFHm/,4,0,link
1224,6146,5/1/2024,22:43:52,Instagram,https://www.instagram.com/reels/C5-O0CMIxWH/,1,0,link
1225,6145,5/1/2024,22:43:41,Instagram,https://www.instagram.com/reels/C4jChMuvVCq/,3,0,link
1226,6144,5/1/2024,22:43:33,Instagram,https://www.instagram.com/reels/C6K04gHyGnK/,1,0,link
1227,6143,5/1/2024,22:42:46,Instagram,https://www.instagram.com/reels/C3_3ERLPLTT/,1,0,link
1228,3828,5/1/2024,22:42:43,Instagram,https://www.instagram.com/reels/,17,0,link
1229,493,5/1/2024,22:42:39,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1230,6142,5/1/2024,22:42:11,Inbox • Chats,https://www.instagram.com/p/C6BMVgbtKNX/,1,0,link
1231,493,5/1/2024,22:42:09,Instagram • Chats,https://www.instagram.com/direct/t/111274173605031/,60,0,link
1232,495,5/1/2024,22:42:02,Inbox • Chats,https://www.instagram.com/direct/inbox/,55,0,link
1233,396,5/1/2024,22:42:00,Instagram,https://www.instagram.com/,79,38,typed
1234,1685,5/1/2024,22:41:33,Anamol Dhakal,https://www.anamoldhakal.com.np/index.html,6,0,link
1235,3199,5/1/2024,22:41:27,Anamol Dhakal,https://www.anamoldhakal.com.np/about.html,2,0,link
1236,6141,5/1/2024,22:41:21,Anamol's Blog,https://www.anamoldhakal.com.np/blog.html,1,0,link
1237,6140,5/1/2024,22:41:11,Anamol Dhakal,https://www.anamoldhakal.com.np/?fbclid=IwZXh0bgNhZW0CMTAAAR0g0Lhi_HQHcjC8ECnak7p2GYuZvy1JX4O-brRnt5OcvFjGg2qCE0jnPWE_aem_AYIaStxRMHubdLteb1rMXhxBAv5bSiXjXVvzu0Y8OPU8B_mkW0TUXj0No3b5SqwikLx6bisP-rHibW8twb_uM-o_,1,0,link
1238,2080,5/1/2024,22:40:43,Facebook,https://www.facebook.com/profile.php?id=61558187051456,36,0,link
1239,684,5/1/2024,22:40:21,Facebook,https://www.facebook.com/,326,119,link
1240,684,5/1/2024,22:39:47,Facebook,https://www.facebook.com/,326,119,link
1241,684,5/1/2024,22:39:47,Facebook,https://www.facebook.com/,326,119,link
1242,6083,5/1/2024,22:39:44,Facebook,https://www.facebook.com/photo/?fbid=7606202236103253&set=pcb.7606202519436558,2,0,link
1243,6082,5/1/2024,22:39:43,Facebook,https://www.facebook.com/photo/?fbid=7606197319437078&set=pcb.7606202519436558,3,0,link
1244,6081,5/1/2024,22:39:43,Facebook,https://www.facebook.com/photo/?fbid=7606202369436573&set=pcb.7606202519436558,4,0,link
1245,6080,5/1/2024,22:39:42,Facebook,https://www.facebook.com/photo/?fbid=7606200622770081&set=pcb.7606202519436558,4,0,link
1246,6079,5/1/2024,22:39:41,Facebook,https://www.facebook.com/photo/?fbid=7606198922770251&set=pcb.7606202519436558,3,0,link
1247,6080,5/1/2024,22:39:40,Facebook,https://www.facebook.com/photo/?fbid=7606200622770081&set=pcb.7606202519436558,4,0,link
1248,6079,5/1/2024,22:39:40,Facebook,https://www.facebook.com/photo/?fbid=7606198922770251&set=pcb.7606202519436558,3,0,link
1249,6078,5/1/2024,22:39:39,Facebook,https://www.facebook.com/photo?fbid=7606196496103827&set=pcb.7606202519436558,2,0,link
1250,6077,5/1/2024,22:39:38,Facebook,https://www.facebook.com/photo?fbid=7606201776103299&set=pcb.7606202519436558,2,0,link
1251,6076,5/1/2024,22:39:37,Facebook,https://www.facebook.com/photo?fbid=7606202156103261&set=pcb.7606202519436558,2,0,link
1252,6075,5/1/2024,22:39:37,Facebook,https://www.facebook.com/photo?fbid=7606196242770519&set=pcb.7606202519436558,2,0,link
1253,6074,5/1/2024,22:39:36,Facebook,https://www.facebook.com/photo?fbid=7606195332770610&set=pcb.7606202519436558,2,0,link
1254,6137,5/1/2024,22:39:35,Facebook,https://www.facebook.com/photo/?fbid=7606196302770513&set=pcb.7606202519436558,2,0,link
1255,6136,5/1/2024,22:39:35,Facebook,https://www.facebook.com/photo/?fbid=7606199592770184&set=pcb.7606202519436558,2,0,link
1256,6137,5/1/2024,22:39:34,Facebook,https://www.facebook.com/photo/?fbid=7606196302770513&set=pcb.7606202519436558,2,0,link
1257,6136,5/1/2024,22:39:33,Facebook,https://www.facebook.com/photo/?fbid=7606199592770184&set=pcb.7606202519436558,2,0,link
1258,6135,5/1/2024,22:39:32,Facebook,https://www.facebook.com/photo/?fbid=7606200419436768&set=pcb.7606202519436558,1,0,link
1259,6134,5/1/2024,22:39:32,Facebook,https://www.facebook.com/photo/?fbid=7606197032770440&set=pcb.7606202519436558,1,0,link
1260,6133,5/1/2024,22:39:31,Facebook,https://www.facebook.com/photo/?fbid=7606199436103533&set=pcb.7606202519436558,2,0,link
1261,6132,5/1/2024,22:39:26,Facebook,https://www.facebook.com/photo/?fbid=7606197499437060&set=pcb.7606202519436558,2,0,link
1262,6133,5/1/2024,22:39:25,Facebook,https://www.facebook.com/photo/?fbid=7606199436103533&set=pcb.7606202519436558,2,0,link
1263,6132,5/1/2024,22:39:23,Facebook,https://www.facebook.com/photo/?fbid=7606197499437060&set=pcb.7606202519436558,2,0,link
1264,6131,5/1/2024,22:39:22,Facebook,https://www.facebook.com/photo/?fbid=7606197896103687&set=pcb.7606202519436558,1,0,link
1265,6130,5/1/2024,22:39:20,Facebook,https://www.facebook.com/photo/?fbid=7606197412770402&set=pcb.7606202519436558,1,0,link
1266,6129,5/1/2024,22:39:19,Facebook,https://www.facebook.com/photo/?fbid=7606201472769996&set=pcb.7606202519436558,1,0,link
1267,6128,5/1/2024,22:39:18,Facebook,https://www.facebook.com/photo/?fbid=7606200322770111&set=pcb.7606202519436558,1,0,link
1268,6127,5/1/2024,22:39:17,Facebook,https://www.facebook.com/photo/?fbid=7606198139436996&set=pcb.7606202519436558,1,0,link
1269,6126,5/1/2024,22:39:17,Facebook,https://www.facebook.com/photo/?fbid=7606197749437035&set=pcb.7606202519436558,1,0,link
